Local Time,Device Name,deveui,Freq[Hz],BW(kHz),channel,coderate,RSSI(dBm),snrSNR(dB),SF,Temperature (F),Humidity (%),dr,fcnt,Jamming
2/8/2023 15:37,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-65,10,10,69.98,26.97,0,22145,-1
2/8/2023 15:37,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-60,11.2,10,70.47,27.39,0,8645,-1
2/8/2023 15:38,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-70,7.8,10,70.21,27.1,0,22661,-1
2/8/2023 15:39,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-59,7.5,10,69.55,29.26,0,20788,-1
2/8/2023 15:39,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-65,10,10,70,26.89,0,22147,-1
2/8/2023 15:39,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-59,12,10,70.41,27.35,0,8647,-1
2/8/2023 15:40,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-78,8.5,10,70.34,28.78,0,22801,-1
2/8/2023 15:40,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-71,12.8,10,70.16,27.16,0,22663,-1
2/8/2023 15:40,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-64,8.2,10,69.98,26.88,0,22148,-1
2/8/2023 15:41,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-64,11.8,10,70,27,0,22149,-1
2/8/2023 15:41,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-58,10.8,10,70.5,27.48,0,8649,-1
2/8/2023 15:41,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-75,11.8,10,70.43,28.87,0,22803,-1
2/8/2023 15:42,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-62,12.5,10,69.98,27.01,0,22150,-1
2/8/2023 15:42,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-66,8.2,10,70.39,27.08,0,22665,-1
2/8/2023 15:43,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-75,10.8,10,70.38,27.08,0,22666,-1
2/8/2023 15:43,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-61,14,10,69.57,29.33,0,20792,-1
2/8/2023 15:43,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-58,9.8,10,70,27.03,0,22151,-1
2/8/2023 15:44,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-57,10.2,10,70.57,27.42,0,8651,-1
2/8/2023 15:44,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-63,10.2,10,70,27,0,22152,-1
2/8/2023 15:44,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-59,13.8,10,69.58,29.32,0,20793,-1
2/8/2023 15:45,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-60,8.8,10,70.65,27.42,0,8652,-1
2/8/2023 15:45,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-61,11.5,10,70.63,27.45,0,8653,-1
2/8/2023 15:46,Mote02,qGEKNDExiAs=,904100000,125,1,4/5,-58,11.5,10,69.62,29.35,0,20795,-1
2/8/2023 15:46,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-70,11.8,10,70.47,27.13,0,22669,-1
2/8/2023 15:47,Mote03,qGEKNDQkZg8=,904100000,125,1,4/5,-78,13.2,10,70.74,28.69,0,22808,-1
2/8/2023 15:47,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-60,8.8,10,69.64,29.54,0,20796,-1
2/8/2023 15:47,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-63,12.2,10,70.05,27.17,0,22155,-1
2/8/2023 15:47,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-76,11.2,10,70.7,28.77,0,22809,-1
2/8/2023 15:48,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-60,12.2,10,69.64,29.48,0,20797,-1
2/8/2023 15:48,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-84,9.2,10,70.65,28.84,0,22810,-1
2/8/2023 15:49,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-60,12,10,69.62,29.45,0,20798,-1
2/8/2023 15:50,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-76,8.8,10,70.7,28.76,0,22812,-1
2/8/2023 15:51,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-59,11,10,70.7,27.43,0,8658,-1
2/8/2023 15:51,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-71,10.2,10,70.41,27.13,0,22674,-1
2/8/2023 15:51,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-58,10.8,10,70.68,27.45,0,8659,-1
2/8/2023 15:52,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-70,11.2,10,70.38,27.22,0,22675,-1
2/8/2023 15:53,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-78,8.5,10,70.52,28.89,0,22814,-1
2/8/2023 15:54,Mote01,qGEKMzVBjAY=,905300000,125,7,4/5,-75,10.5,10,70.25,27.31,0,22676,-1
2/8/2023 15:54,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-60,10.2,10,69.62,29.53,0,20803,-1
2/8/2023 15:54,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-71,10.8,10,70.27,27.31,0,22677,-1
2/8/2023 15:55,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-60,7.8,10,70.54,27.53,0,8662,-1
2/8/2023 15:55,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-61,13.8,10,69.6,29.54,0,20804,-1
2/8/2023 15:55,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-76,10,10,70.41,28.99,0,22817,-1
2/8/2023 15:56,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-71,10.2,10,70.21,27.33,0,22678,-1
2/8/2023 15:56,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-59,7.5,10,70.52,27.54,0,8663,-1
2/8/2023 15:56,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-59,8.8,10,69.6,29.59,0,20805,-1
2/8/2023 15:56,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-64,12.2,10,70.05,27.15,0,22164,-1
2/8/2023 15:56,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-71,8.2,10,70.21,27.36,0,22679,-1
2/8/2023 15:57,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-59,9.2,10,70.52,27.56,0,8664,-1
2/8/2023 15:57,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-55,12.2,10,69.6,29.6,0,20806,-1
2/8/2023 15:58,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-59,7.8,10,70.5,27.59,0,8665,-1
2/8/2023 15:59,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-65,11.2,10,70.07,27.19,0,22167,-1
2/8/2023 15:59,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-59,10.2,10,69.6,29.62,0,20808,-1
2/8/2023 15:59,Mote05,qGEKMzA3fwE=,904900000,125,5,4/5,-59,10.8,10,70.48,27.63,0,8667,-1
2/8/2023 16:00,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-76,11,10,70.38,29.07,0,22821,-1
2/8/2023 16:01,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-66,10.2,10,70.05,27.21,0,22168,-1
2/8/2023 16:01,Mote02,qGEKNDExiAs=,904100000,125,1,4/5,-60,13.8,10,69.6,29.6,0,20810,-1
2/8/2023 16:01,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-71,11.2,10,70.2,27.45,0,22684,-1
2/8/2023 16:01,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-65,13.5,10,70.05,27.24,0,22169,-1
2/8/2023 16:02,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-78,11,10,70.34,29.17,0,22823,-1
2/8/2023 16:02,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-71,9.8,10,70.2,27.44,0,22685,-1
2/8/2023 16:02,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-61,13.2,10,69.62,29.64,0,20811,-1
2/8/2023 16:03,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-79,12,10,70.34,29.12,0,22824,-1
2/8/2023 16:03,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-65,13.8,10,70.03,27.25,0,22171,-1
2/8/2023 16:03,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-58,11.8,10,69.64,29.69,0,20812,-1
2/8/2023 16:04,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-73,13.2,10,70.21,27.45,0,22686,-1
2/8/2023 16:04,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-59,11,10,70.5,27.69,0,8671,-1
2/8/2023 16:04,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-77,10,10,70.34,29.16,0,22825,-1
2/8/2023 16:05,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-71,9,10,70.23,27.45,0,22687,-1
2/8/2023 16:05,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-61,12.2,10,70.5,27.68,0,8672,-1
2/8/2023 16:05,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-66,12.2,10,70.03,27.26,0,22173,-1
2/8/2023 16:06,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-60,9,10,70.52,27.67,0,8673,-1
2/8/2023 16:06,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-64,11.8,10,70.05,27.28,0,22174,-1
2/8/2023 16:07,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-61,13.8,10,70.52,27.67,0,8674,-1
2/8/2023 16:08,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-76,12.8,10,70.38,29.2,0,22829,-1
2/8/2023 16:09,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-62,9.5,10,70.07,27.28,0,22176,-1
2/8/2023 16:09,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-57,8.2,10,70.52,27.71,0,8676,-1
2/8/2023 16:09,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-57,9.2,10,69.67,29.65,0,20818,-1
2/8/2023 16:09,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-64,11.5,10,70.09,27.25,0,22177,-1
2/8/2023 16:10,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-61,11.2,10,70.52,27.71,0,8677,-1
2/8/2023 16:10,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-71,10.5,10,70.27,27.45,0,22692,-1
2/8/2023 16:10,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-59,13.8,10,69.66,29.66,0,20819,-1
2/8/2023 16:10,Mote04,qGEKNDBFiQo=,904900000,125,5,4/5,-63,12.8,10,70.07,27.26,0,22178,-1
2/8/2023 16:11,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-72,10.2,10,70.29,27.45,0,22693,-1
2/8/2023 16:11,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-77,11.5,10,70.41,29.25,0,22832,-1
2/8/2023 16:12,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-52,10.5,10,70.56,27.81,0,8679,-1
2/8/2023 16:12,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-77,8.5,10,70.47,29.22,0,22833,-1
2/8/2023 16:13,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-59,10.8,10,70.56,27.61,0,8680,-1
2/8/2023 16:13,Mote03,qGEKNDQkZg8=,904100000,125,1,4/5,-75,12,10,70.48,29.15,0,22834,-1
2/8/2023 16:14,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-69,9.8,10,70.27,27.32,0,22696,-1
2/8/2023 16:14,Mote02,qGEKNDExiAs=,904100000,125,1,4/5,-60,11.5,10,69.67,29.56,0,20822,-1
2/8/2023 16:14,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-62,12.5,10,70.11,27.23,0,22181,-1
2/8/2023 16:14,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-79,10.8,10,70.47,29.08,0,22835,-1
2/8/2023 16:14,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-53,10.2,10,70.56,27.53,0,8681,-1
2/8/2023 16:15,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-70,12.5,10,70.3,27.41,0,22697,-1
2/8/2023 16:15,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-77,8.8,10,70.47,29.08,0,22836,-1
2/8/2023 16:16,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-76,9,10,70.45,29.08,0,22837,-1
2/8/2023 16:16,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-57,8.5,10,69.67,29.51,0,20825,-1
2/8/2023 16:17,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-57,8.5,10,70.56,27.68,0,8684,-1
2/8/2023 16:17,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-78,9.2,10,70.45,29.11,0,22838,-1
2/8/2023 16:17,Mote02,qGEKNDExiAs=,904900000,125,5,4/5,-59,11.8,10,69.67,29.49,0,20826,-1
2/8/2023 16:18,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-68,9.2,10,70.32,27.41,0,22700,-1
2/8/2023 16:18,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-79,13.2,10,70.45,29.07,0,22839,-1
2/8/2023 16:19,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-78,12.2,10,70.45,29.08,0,22840,-1
2/8/2023 16:20,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-72,12,10,70.34,27.41,0,22702,-1
2/8/2023 16:20,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-59,12.5,10,69.69,29.46,0,20829,-1
2/8/2023 16:21,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-66,9.5,10,70.32,27.43,0,22703,-1
2/8/2023 16:21,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-64,12,10,70.16,27.12,0,22188,-1
2/8/2023 16:21,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-60,14,10,69.69,29.46,0,20830,-1
2/8/2023 16:21,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-59,10.8,10,70.61,27.68,0,8688,-1
2/8/2023 16:22,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-62,9.8,10,70.16,27.1,0,22189,-1
2/8/2023 16:22,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-59,11.2,10,69.69,29.44,0,20831,-1
2/8/2023 16:23,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-60,8,10,70.18,27.09,0,22190,-1
2/8/2023 16:23,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-70,11.5,10,70.34,27.4,0,22705,-1
2/8/2023 16:23,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-63,11,10,70.61,27.66,0,8690,-1
2/8/2023 16:24,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-75,12,10,70.32,27.4,0,22706,-1
2/8/2023 16:24,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-59,7,10,70.16,27.08,0,22191,-1
2/8/2023 16:24,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-56,9.8,10,70.59,27.66,0,8691,-1
2/8/2023 16:25,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-59,11.2,10,69.67,29.41,0,20833,-1
2/8/2023 16:25,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-69,8.8,10,70.32,27.39,0,22707,-1
2/8/2023 16:25,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-61,11.8,10,70.61,27.64,0,8692,-1
2/8/2023 16:26,Mote03,qGEKNDQkZg8=,904900000,125,5,4/5,-77,12.2,10,70.5,29.04,0,22847,-1
2/8/2023 16:27,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-60,12,10,70.59,27.65,0,8694,-1
2/8/2023 16:28,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-78,12.8,10,70.5,29.02,0,22848,-1
2/8/2023 16:28,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-59,10.5,10,70.16,27.05,0,22195,-1
2/8/2023 16:28,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-70,12.2,10,70.29,27.35,0,22710,-1
2/8/2023 16:28,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-53,10,10,70.56,27.64,0,8695,-1
2/8/2023 16:29,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-63,11,10,70.16,27.03,0,22196,-1
2/8/2023 16:30,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-57,9.5,10,69.71,29.27,0,20839,-1
2/8/2023 16:31,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-63,12.2,10,70.16,27,0,22198,-1
2/8/2023 16:31,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-63,11,10,70.56,27.61,0,8698,-1
2/8/2023 16:32,Mote02,qGEKNDExiAs=,904100000,125,1,4/5,-56,12.2,10,69.69,29.28,0,20840,-1
2/8/2023 16:32,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-72,1.2,10,70.52,28.92,0,22852,-1
2/8/2023 16:32,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-65,14.5,10,70.16,26.97,0,22199,-1
2/8/2023 16:32,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-78,8.2,10,70.52,28.92,0,22853,-1
2/8/2023 16:33,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-59,14,10,69.69,29.28,0,20841,-1
2/8/2023 16:33,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-70,11.2,10,70.32,27.28,0,22715,-1
2/8/2023 16:33,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-60,12.2,10,69.69,29.25,0,20842,-1
2/8/2023 16:34,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-71,12,10,70.32,27.25,0,22716,-1
2/8/2023 16:34,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-81,10,10,70.5,28.86,0,22855,-1
2/8/2023 16:35,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-59,13.2,10,69.69,29.2,0,20843,-1
2/8/2023 16:35,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-63,11.8,10,70.18,26.9,0,22202,-1
2/8/2023 16:35,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-71,11.2,10,70.34,27.23,0,22717,-1
2/8/2023 16:35,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-73,11.5,10,70.52,28.86,0,22856,-1
2/8/2023 16:36,Mote03,qGEKNDQkZg8=,904100000,125,1,4/5,-77,13,10,70.5,28.79,0,22857,-1
2/8/2023 16:37,Mote05,qGEKMzA3fwE=,904900000,125,5,4/5,-60,11.5,10,70.57,27.4,0,8704,-1
2/8/2023 16:37,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-68,9.5,10,70.36,27.09,0,22719,-1
2/8/2023 16:38,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-57,12.2,10,69.71,29.1,0,20846,-1
2/8/2023 16:39,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-63,8,10,70.18,26.77,0,22206,-1
2/8/2023 16:40,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-77,9,10,70.52,28.66,0,22860,-1
2/8/2023 16:40,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-77,12,10,70.54,28.66,0,22861,-1
2/8/2023 16:40,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-58,10.2,10,70.63,27.32,0,8707,-1
2/8/2023 16:40,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-63,11.5,10,70.16,26.74,0,22207,-1
2/8/2023 16:41,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-59,11.2,10,69.69,29.05,0,20849,-1
2/8/2023 16:41,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-73,13,10,70.39,26.95,0,22723,-1
2/8/2023 16:41,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-60,10.2,10,70.14,26.74,0,22208,-1
2/8/2023 16:42,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-59,9.2,10,69.67,29.02,0,20850,-1
2/8/2023 16:42,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-64,13,10,70.14,26.68,0,22209,-1
2/8/2023 16:42,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-59,8.8,10,70.63,27.29,0,8709,-1
2/8/2023 16:43,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-78,9.2,10,70.54,28.56,0,22863,-1
2/8/2023 16:43,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-58,12,10,69.69,29,0,20851,-1
2/8/2023 16:44,Mote01,qGEKMzVBjAY=,905100000,125,6,4/5,-72,10.5,10,70.39,26.81,0,22726,-1
2/8/2023 16:44,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-59,13,10,70.61,27.17,0,8711,-1
2/8/2023 16:44,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-78,10.5,10,70.54,28.49,0,22865,-1
2/8/2023 16:45,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-59,11.8,10,70.61,27.17,0,8711,-1
2/8/2023 16:45,Mote02,qGEKNDExiAs=,904500000,125,3,4/5,-57,11.2,10,69.69,28.93,0,20853,-1
2/8/2023 16:45,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-70,9,10,70.43,26.77,0,22727,-1
2/8/2023 16:45,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-63,7.5,10,70.16,26.59,0,22212,-1
2/8/2023 16:46,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-60,10.2,10,70.59,27.14,0,8712,-1
2/8/2023 16:47,Mote05,qGEKMzA3fwE=,904300000,125,2,4/5,-58,8.5,10,70.61,27.12,0,8713,-1
2/8/2023 16:47,Mote02,qGEKNDExiAs=,904900000,125,5,4/5,-58,12,10,69.69,28.89,0,20855,-1
2/8/2023 16:47,Mote05,qGEKMzA3fwE=,903900000,125,0,4/5,-61,12,10,70.59,27.12,0,8714,-1
2/8/2023 16:48,Mote04,qGEKNDBFiQo=,903900000,125,0,4/5,-64,11.2,10,70.16,26.53,0,22215,-1
2/8/2023 16:48,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-59,11.2,10,70.63,27.12,0,8715,-1
2/8/2023 16:48,Mote03,qGEKNDQkZg8=,904700000,125,4,4/5,-77,12.8,10,70.56,28.49,0,22869,-1
2/8/2023 16:49,Mote02,qGEKNDExiAs=,904300000,125,2,4/5,-58,8.5,10,69.71,28.98,0,20857,-1
2/8/2023 16:49,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-71,11.2,10,70.39,26.79,0,22731,-1
2/8/2023 16:49,Mote04,qGEKNDBFiQo=,905100000,125,6,4/5,-61,9.5,10,70.16,26.58,0,22216,-1
2/8/2023 16:50,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-54,11.5,10,70.66,27.1,0,8717,-1
2/8/2023 16:50,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-75,11,10,70.45,26.79,0,22732,-1
2/8/2023 16:51,Mote03,qGEKNDQkZg8=,903900000,125,0,4/5,-71,10.2,10,70.65,28.42,0,22871,-1
2/8/2023 16:52,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-59,9.8,10,70.16,26.64,0,22218,-1
2/8/2023 16:52,Mote05,qGEKMzA3fwE=,904500000,125,3,4/5,-55,10.2,10,70.66,27.14,0,8718,-1
2/8/2023 16:52,Mote03,qGEKNDQkZg8=,904500000,125,3,4/5,-75,10,10,70.63,28.46,0,22872,-1
2/8/2023 16:52,Mote02,qGEKNDExiAs=,903900000,125,0,4/5,-61,13.8,10,69.71,29.09,0,20860,-1
2/8/2023 16:52,Mote04,qGEKNDBFiQo=,904100000,125,1,4/5,-60,10.2,10,70.14,26.71,0,22219,-1
2/8/2023 16:53,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-59,11.2,10,69.73,29.13,0,20861,-1
2/8/2023 16:54,Mote05,qGEKMzA3fwE=,904100000,125,1,4/5,-57,10.8,10,70.68,27.17,0,8720,-1
2/8/2023 16:54,Mote01,qGEKMzVBjAY=,904500000,125,3,4/5,-75,12.5,10,70.56,26.75,0,22736,-1
2/8/2023 16:54,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-57,10.8,10,70.16,26.71,0,22221,-1
2/8/2023 16:55,Mote02,qGEKNDExiAs=,905100000,125,6,4/5,-59,13.8,10,69.73,29.11,0,20863,-1
2/8/2023 16:56,Mote01,qGEKMzVBjAY=,903900000,125,0,4/5,-70,12.2,10,70.57,26.66,0,22737,-1
2/8/2023 16:56,Mote03,qGEKNDQkZg8=,904300000,125,2,4/5,-78,9.8,10,70.74,28.51,0,22876,-1
2/8/2023 16:56,Mote01,qGEKMzVBjAY=,904300000,125,2,4/5,-71,9,10,70.57,26.8,0,22738,-1
2/8/2023 16:56,Mote04,qGEKNDBFiQo=,904300000,125,2,4/5,-60,8.2,10,70.2,26.76,0,22223,-1
2/8/2023 16:57,Mote02,qGEKNDExiAs=,904700000,125,4,4/5,-59,13.2,10,69.75,29.19,0,20865,-1
2/8/2023 16:57,Mote03,qGEKNDQkZg8=,905100000,125,6,4/5,-83,9.8,10,70.72,28.52,0,22877,-1
2/8/2023 16:58,Mote05,qGEKMzA3fwE=,905100000,125,6,4/5,-59,10.8,10,70.74,27.22,0,8724,-1
2/8/2023 16:58,Mote01,qGEKMzVBjAY=,904700000,125,4,4/5,-72,13.2,10,70.57,26.9,0,22740,-1
2/8/2023 16:59,Mote05,qGEKMzA3fwE=,904700000,125,4,4/5,-59,10.8,10,70.72,27.22,0,8725,-1
2/8/2023 16:59,Mote04,qGEKNDBFiQo=,904700000,125,4,4/5,-62,12.2,10,70.18,26.84,0,22225,-1
2/8/2023 16:59,Mote04,qGEKNDBFiQo=,904500000,125,3,4/5,-66,8.8,10,70.21,26.81,0,22226,-1
2/8/2023 16:59,Mote01,qGEKMzVBjAY=,904100000,125,1,4/5,-75,12,10,70.56,26.91,0,22741,-1
