time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport
2020-07-05T00:00:02.257440Z,270002b3,QLMCACcAjFwFyd99yVW81z5g3FRdyT6Wr062eiRl3w==,0000024b0b031c97,1,867700000,8,125,4/5,-107,-5.8,-1,010,23692,5
2020-07-05T00:00:03.774928Z,26012682,QIImASYAxrIB+GToCbwnlot3Uw==,0000024b0b031c97,1,867700000,7,125,4/5,-81,9,-1,010,45766,1
2020-07-05T00:00:03.904240Z,2601297c,QHwpASaA1twFUFbkodFML3zd75Z0DoqH9y80YdM=,0000024b0b031c97,1,868100000,12,125,4/5,-82,8.5,-1,010,56534,5
2020-07-05T00:00:14.395411Z,26012e98,QJguASaAUyUFKFP13K76ZhNoQJ4FXAFRn+86nnk=,0000024b0b031c97,1,868300000,12,125,4/5,-87,-18.2,-1,010,9555,5
2020-07-05T00:00:15.419003Z,2000000a,QAoAACCAyeMKKUpMBB6YF1bRwGXTz4UeW9Y=,0000024b0b031c97,1,868500000,7,125,4/5,-101,-0.8,-1,010,58313,10
2020-07-05T00:00:16.699868Z,27007d4b,gEt9ACcAlTcCGPi+p+5sJYqz54aT+1MzO3lVtL5cNveVTrI9LNGOPwOUPu2+jofSmWQuC14CeH9U1Nj/M5IN5TiUKnmM+aM2v9RjSiaw1oWXZnwCl07lWevE5rOL3HaSHsm0Vsw5o6AyW0PinMI8vPEmnGaM0b3uy+xC/0nRE8A7mDdu6VQrYNdliHtA+Vw9JKVSVCgVAc5rdxC8rrD8JoRfsLmcbCYBwKZsGMLVv6NORJhnKpfkqiRUJ1fS5WVWy9DbXK8SWjrAi+Txo8ATO5ECY/RMR+vY7brbMWaCGHT0H5NlCDD82B9IrrGDmVh2NRI8Ejy+1DCMk0YifUvU,0000024b0b031c97,1,867300000,8,125,4/5,-105,-1,-1,100,14229,2
2020-07-05T00:00:18.830154Z,27007d5b,QFt9ACcABwACIEl25eLqCKfweqQZnTaSj/ecWFBW,0000024b0b031c97,1,867900000,8,125,4/5,-109,-7,-1,010,7,2
2020-07-05T00:00:19.754939Z,-1,HOIByfdLTw8=,0000024b0b031c97,1,868500000,8,125,4/6,-97,5.8,-1,000,-1,-1
2020-07-05T00:00:21.162521Z,26012c77,QHcsASaAZ90F9+9+J3BvC2l+na3yKRpYWHJs4d4=,0000024b0b031c97,1,867300000,12,125,4/5,-107,0,-1,010,56679,5
2020-07-05T00:00:25.919544Z,26012682,QIImASYAx7IBbahsOXtRROqxLA==,0000024b0b031c97,1,868100000,7,125,4/5,-81,11.5,-1,010,45767,1
2020-07-05T00:00:28.097337Z,27000251,gFECACcAyUEFLeiJybJjDsi0,0000024b0b031c97,1,867300000,8,125,4/5,-112,-8.5,-1,100,16841,5
2020-07-05T00:00:34.108862Z,01a13349,QEkzoQGAXAsFKgOdaZsz6dnBfRpGX1/HtHZ6zJA=,0000024b0b031c97,1,867100000,9,125,4/5,-110,-11.8,-1,010,2908,5
2020-07-05T00:00:35.043134Z,26012013,QBMgASaAVCUF0ASc3em0V5PHrpZBhfCBUeN9VEw=,0000024b0b031c97,1,868100000,12,125,4/5,-79,-10.5,-1,010,9556,5
2020-07-05T00:00:42.426827Z,260120fa,QPogASaAZAgF/xBRUUg9oPpJoRWQ1Nr3pQd2gsTv,0000024b0b031c97,1,868500000,7,125,4/5,-103,4,-1,010,2148,5
