time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport
2020-08-15T00:00:02.044346Z,26012572,QHIlASaAfjkFDG9guiHt3BbhEUHgLVELbyGKlIc=,0000024b0b031c97,1,868500000,12,125,4/5,-85,8,-1,010,14718,5
2020-08-15T00:00:07.652683Z,27000251,gFECACcA2Q4FlWhjt2v+VFjH,0000024b0b031c97,1,867100000,8,125,4/5,-111,-8.2,-1,100,3801,5
2020-08-15T00:00:10.904234Z,00956527,QCdllQCAPwAFVQYtWGL6iXdXIrCI+rhesxs=,0000024b0b031c97,1,868300000,9,125,4/5,-107,-14.8,-1,010,63,5
2020-08-15T00:00:11.027425Z,20000018,QBgAACCA6hEKHVk84bTRdNWcHe+/phaVRy0=,0000024b0b031c97,1,868100000,7,125,4/5,-109,-3,-1,010,4586,10
2020-08-15T00:00:16.916929Z,26012dc5,QMUtASYAUTIB7rUODrTqZ2awNMAYT2gMmGC1UHxXjbeS8pmsXnilOueuZaoSgt1BbMqw2lKGZ04W9JFLeHo=,0000024b0b031c97,1,867300000,12,125,4/5,-109,-14.8,-1,010,12881,1
2020-08-15T00:00:18.650328Z,01f528ce,QM4o9QGAwA2IDrvPhcjalLH6429fY0AG,0000024b0b031c97,1,868100000,12,125,4/5,-105,-1,-1,010,3520,136
2020-08-15T00:00:23.902583Z,00000000,QAAAAACASKAFeziS7BvdDRgl5P2RgTVGBCoBv5g=,0000024b0b031c97,1,868300000,12,125,4/5,-103,-11.2,-1,010,41032,5
2020-08-15T00:00:26.158902Z,2601236d,QG0jASaAL/UFJ2n2RP1OPu1yIrf+s5c+QPuqE4E=,0000024b0b031c97,1,868300000,12,125,4/5,-107,5.8,-1,010,62767,5
2020-08-15T00:00:33.022429Z,26012c05,QAUsASYAjgAFU60uhyGQz46DfbcgpOy6XsQn8gFvL2mjNCG9hXc=,0000024b0b031c97,1,867300000,12,125,4/5,-108,-5.5,-1,010,142,5
2020-08-15T00:00:33.205203Z,2601282d,QC0oASaAZDwFMlz4XID3f+mpa523Y1TodcLZypk=,0000024b0b031c97,1,868300000,12,125,4/5,-100,-4.8,-1,010,15460,5
2020-08-15T00:00:34.140506Z,26012bfd,QP0rASaA0rIFoneZ2BlPv7Pny8Ug,0000024b0b031c97,1,867700000,7,125,4/5,-100,5.8,-1,010,45778,5
2020-08-15T00:00:37.650482Z,27000251,gFECACcA2g4FYgSymWdX/GWP,0000024b0b031c97,1,868300000,8,125,4/5,-111,-7.2,-1,100,3802,5
2020-08-15T00:00:41.914952Z,20000001,QAEAACCAzC4KWa8earUgzYcSSEKSW94fcyxKs1o=,0000024b0b031c97,1,868100000,7,125,4/5,-112,-4,-1,010,11980,10
2020-08-15T00:00:45.308551Z,26012367,QGcjASYAtqcCaObFUwdE1HFdIg==,0000024b0b031c97,1,867300000,7,125,4/5,-75,9,-1,010,42934,2
2020-08-15T00:00:46.360080Z,26011b56,QFYbASaAQwABHX6wCsVWQKt8K8zmSa9BrA==,0000024b0b031c97,1,867100000,7,125,4/5,-109,-5.5,-1,010,67,1
2020-08-15T00:00:47.845457Z,0016bbf0,QPC7FgCASQAFOaCNswHn+/VSy64LZQQ8+eGr9PVU,0000024b0b031c97,1,867100000,9,125,4/5,-100,6.2,-1,010,73,5
2020-08-15T00:01:12.361155Z,26012382,QIIjASaAHfQFR3VvWf/8bW5ZwP8xZwuabJYmN/U=,0000024b0b031c97,1,867500000,12,125,4/5,-85,5,-1,010,62493,5
2020-08-15T00:01:34.726509Z,4942079d,QJ0HQkmAWdgFZYiJPQHEqlTVrn/u3uhepUZp1NM=,0000024b0b031c97,1,868100000,12,125,4/5,-105,-2,-1,010,55385,5
2020-08-15T00:01:37.646083Z,27000251,gFECACcA3A4FLb01d/zytSBH,0000024b0b031c97,1,867300000,8,125,4/5,-108,-3.5,-1,100,3804,5
2020-08-15T00:01:42.623474Z,26012cd1,QNEsASaAUpUFyTCbYX+rLf4+HIQgIJCtP+JFz8fk,0000024b0b031c97,1,867300000,7,125,4/5,-103,2.2,-1,010,38226,5
2020-08-15T00:01:44.887435Z,14000002,QAIAABSAFC8KuY3q+zLpFzvglRhqKhWw6vgSpig=,0000024b0b031c97,1,868100000,12,125,4/5,-105,-12,-1,010,12052,10
