time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport
2020-07-14T00:00:00.779265Z,00516909,QAlpUQCABPYFtwwvH8fWEQ0tevUZop4azKw=,0000024b0b031c97,1,867300000,10,125,4/5,-109,-16.8,-1,010,62980,5
2020-07-14T00:00:04.936712Z,04901c9d,QJ0ckASAvEsB4ZHnoxQ6L13GAztdzcbA9qtAI66SRR1A,0000024b0b031c97,1,868100000,7,125,4/5,-105,-7.8,-1,010,19388,1
2020-07-14T00:00:13.393455Z,26012682,QIImASYA8TsB7GQRt52cJrlvwQ==,0000024b0b031c97,1,867500000,7,125,4/5,-78,6.5,-1,010,15345,1
2020-07-14T00:00:15.829238Z,26012c1d,QB0sASaAZCoFw9nZLkbQi01Fp2QC+ShTnoflX0k=,0000024b0b031c97,1,868500000,12,125,4/5,-91,-7.8,-1,010,10852,5
2020-07-14T00:00:16.197606Z,000269c6,QMZpAgCABwAFx6I0y1MbI1x6hbHMRjVKlcQ=,0000024b0b031c97,1,867100000,10,125,4/5,-107,-7.8,-1,010,7,5
2020-07-14T00:00:29.678898Z,26012a47,QEcqASaAg+YFQZKiO6+cNl/I1s/GcqsM/EdF9JU=,0000024b0b031c97,1,868500000,12,125,4/5,-83,6.5,-1,010,59011,5
2020-07-14T00:00:30.811089Z,20000000,QAAAACCA6+0Kf6LfN0bfUxXyd7QvxdCCwUg=,0000024b0b031c97,1,868300000,7,125,4/5,-105,-5.5,-1,010,60907,10
2020-07-14T00:00:34.156128Z,270002af,QK8CACcAaIQFI/zJHktaF3cJNQsdSjojbqGm2Hv0Lg==,0000024b0b031c97,1,867300000,8,125,4/5,-102,-8.2,-1,010,33896,5
2020-07-14T00:00:35.538150Z,26012682,QIImASYA8jsBcMorK6ORAUJn9A==,0000024b0b031c97,1,868500000,7,125,4/5,-78,7.5,-1,010,15346,1
2020-07-14T00:00:36.432287Z,2000000b,QAsAACCA6u0KxLLS1eoOoLpAmhaoFPw3tLg=,0000024b0b031c97,1,868500000,7,125,4/5,-107,2.5,-1,010,60906,10
2020-07-14T00:00:39.277151Z,26012a85,QIUqASaAB+IFCrJTQp2neCwsSKXZ/KrDDVzp0SI=,0000024b0b031c97,1,867100000,12,125,4/5,-91,5.2,-1,010,57863,5
2020-07-14T00:00:40.924454Z,2601282c,QCwoASaAnhEFwMaBfowf/EB85/fTL8plY8UnK0XT,0000024b0b031c97,1,868500000,7,125,4/5,-89,6,-1,010,4510,5
2020-07-14T00:00:41.292167Z,26011b56,QFYbASaARwAB43NIhHBz1ii3wK2LBahIug==,0000024b0b031c97,1,867900000,7,125,4/5,-107,-2.5,-1,010,71,1
2020-07-14T00:00:50.092346Z,27008224,gCSCACeAbwAofiuM1XQyD1xv1z5WEIvUPwBd9cGSVPG5UV/t4d7Zuw==,0000024b0b031c97,1,867300000,9,125,4/5,-108,-9.2,-1,100,111,40
2020-07-14T00:00:51.334988Z,14000006,QAYAABSAFAsKRqSf8mSLj7Fh6/n1OoLjPhw4WOk=,0000024b0b031c97,1,868100000,12,125,4/5,-83,-8.2,-1,010,2836,10
2020-07-14T00:00:57.683137Z,26012682,QIImASYA8zsBOtwLLcMi8s3TfA==,0000024b0b031c97,1,867300000,7,125,4/5,-78,9.5,-1,010,15347,1
2020-07-14T00:00:58.492841Z,2000002c,QCwAACCAse8KREf0XLrrRbSsec8XayM8DhM=,0000024b0b031c97,1,868500000,7,125,4/5,-105,-5.8,-1,010,61361,10
2020-07-14T00:01:02.396144Z,20000003,QAMAACCAvwkKkN85gNCIk7MiguvuyCDTMCs=,0000024b0b031c97,1,868500000,7,125,4/5,-112,-2.8,-1,010,2495,10
2020-07-14T00:01:10.340205Z,27007d05,QAV9ACcAAwAChxBTBsjsG+hrZIAK8CJt+7I/y70l,0000024b0b031c97,1,868300000,8,125,4/5,-105,-2.2,-1,010,3,2
2020-07-14T00:01:11.406413Z,200000f0,QPAAACCAlY8KsDRoHkhYwDSEkRA=,0000024b0b031c97,1,868300000,7,125,4/5,-107,-6,-1,010,36757,10
2020-07-14T00:01:19.827955Z,26012682,QIImASYA9DsBpFnXxfDbm/rOfA==,0000024b0b031c97,1,868500000,7,125,4/5,-77,7.2,-1,010,15348,1
2020-07-14T00:01:29.588889Z,260124e2,QOIkASYApT0Fj1pCG4E1ulwuiswRcMio4fLjeBpeAqpaaAIp+g==,0000024b0b031c97,1,868300000,12,125,4/5,-95,10.2,-1,010,15781,5
2020-07-14T00:01:33.371280Z,26012803,QAMoASaAUt59KTzkRq7TEwNYnAtC,0000024b0b031c97,1,867300000,12,125,4/5,-99,-14,-1,010,56914,125
2020-07-14T00:01:38.020223Z,27007d4a,QEp9ACcABgACS3BPNA2EN1igzqUMJaKn1KqoA0Ra,0000024b0b031c97,1,867100000,8,125,4/5,-100,7,-1,010,6,2
2020-07-14T00:01:40.614677Z,20000004,QAQAACCA5e0KYtdkFP3zj943PexaRgQYRfY=,0000024b0b031c97,1,868300000,7,125,4/5,-103,-7.5,-1,010,60901,10
2020-07-14T00:01:41.340684Z,26012cee,QO4sASaAfgECdQHO8LtYdJJlsPVA+R3OCZYM+g9d8r2IqQ==,0000024b0b031c97,1,867700000,7,125,4/5,-109,-2.5,-1,010,382,2
2020-07-14T00:01:41.973019Z,26012682,QIImASYA9TsBkgKdcbJ+zpInIA==,0000024b0b031c97,1,868100000,7,125,4/5,-79,10,-1,010,15349,1
2020-07-14T00:01:46.191476Z,27007d90,QJB9ACcACQACfD95lnkjAp3+rvfI1IkPbcjhBXZ2,0000024b0b031c97,1,867900000,8,125,4/5,-107,-4.5,-1,010,9,2
2020-07-14T00:01:55.325616Z,260126e2,QOImASaAid4FWDn2g4AgcsFGgdQLi4tlhJ5qglU=,0000024b0b031c97,1,868500000,12,125,4/5,-103,-7.5,-1,010,56969,5
2020-07-14T00:02:00.904072Z,27000251,gFECACcACqcFKMCBgHHp/bhX,0000024b0b031c97,1,867100000,8,125,4/5,-109,-11,-1,100,42762,5
2020-07-14T00:02:04.040799Z,26012786,QIYnASaAZCoFAizzlMzfvIcoSFlGALkSSs5XGqU=,0000024b0b031c97,1,868500000,12,125,4/5,-95,-1.5,-1,010,10852,5
2020-07-14T00:02:04.117998Z,26012682,QIImASYA9jsBYkK6MZDN9+Ql8g==,0000024b0b031c97,1,867900000,7,125,4/5,-81,10.5,-1,010,15350,1
2020-07-14T00:02:04.510223Z,48dd00ae,QK4A3UiAZqcFCwFntAEdVqzq3O3gDsnwBXuTFHU=,0000024b0b031c97,1,868300000,12,125,4/5,-99,0,-1,010,42854,5
2020-07-14T00:02:06.627917Z,27000228,QCgCACcA/iEFG7HCINS76ePMaro1k22hGVuznIhx5Zz1ShXvhnQdHjh3YQapQEDBO68J0/a+zHgQIZn6c5vJ+w==,0000024b0b031c97,1,868500000,8,125,4/5,-106,-2,-1,010,8702,5
2020-07-14T00:02:10.864597Z,260121a6,QKYhASaAyggB63Ivm7233VcU4yFjHQbH5ZgPYCQ4IP33r3Ja,0000024b0b031c97,1,867900000,7,125,4/5,-99,5.5,-1,010,2250,1
2020-07-14T00:02:11.518117Z,-1,FWAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=,0000024b0b031c97,1,868500000,8,125,4/5,-109,-6,-1,000,-1,-1
2020-07-14T00:02:15.750940Z,27007d85,gIV9ACcAAAACm3hFdPm7A8Zo4X7mNBogG9gUItfP,0000024b0b031c97,1,868500000,8,125,4/5,-95,-10,-1,100,0,2
2020-07-14T00:02:24.126855Z,27007d85,gIV9ACcAAQACcaq/hkkRw8Juq0c=,0000024b0b031c97,1,867900000,8,125,4/5,-109,-4.8,-1,100,1,2
