time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport
2020-08-21T00:00:03.045504Z,20000017,QBcAACCAqhgKDWrXjaqfgncYcXIJxmPaHF0=,0000024b0b031c97,1,868100000,7,125,4/5,-106,-2.8,-1,010,6314,10
2020-08-21T00:00:07.009128Z,26012c05,QAUsASYA7gMFXy20ZSwpNpu1Yq4ZLVwXuf5NZkiz4XKLpwHNIjw=,0000024b0b031c97,1,867300000,12,125,4/5,-101,-6.2,-1,010,1006,5
2020-08-21T00:00:09.354176Z,0016bbf0,QPC7FgCAiQIFfveKcDMLeqjkbBWWYXBXsIEYajUM,0000024b0b031c97,1,867100000,9,125,4/5,-105,6,-1,010,649,5
2020-08-21T00:00:13.481911Z,26012bfd,QP0rASaArLkFMhb5FwCN6uUwjviI,0000024b0b031c97,1,867500000,7,125,4/5,-93,-0.8,-1,010,47532,5
2020-08-21T00:00:17.331134Z,270002fc,QPwCACcAyJkFYDEryRyPABgnVqtZ4v7jR5scryxTKA==,0000024b0b031c97,1,868500000,8,125,4/5,-105,-7.5,-1,010,39368,5
2020-08-21T00:00:21.569581Z,27007d4f,gE99ACcAAQACCnDe8GT+11zWDYQ=,0000024b0b031c97,1,868500000,8,125,4/5,-107,-4.8,-1,100,1,2
2020-08-21T00:00:29.390059Z,499e76ed,QO12nkmAudsFViIYuVE+YBRiVDcvPCQc1P/aSB8=,0000024b0b031c97,1,868500000,12,125,4/5,-108,-11,-1,010,56249,5
2020-08-21T00:00:42.378663Z,26011b56,QFYbASaARAABXjDIbbyvUd9Bsp3xJ3FBZg==,0000024b0b031c97,1,867300000,7,125,4/5,-105,-8,-1,010,68,1
2020-08-21T00:00:48.224518Z,26012382,QIIjASaAffcFQ2SZK/Ia2pWtKHX6h27HS++W5Uc=,0000024b0b031c97,1,867300000,12,125,4/5,-99,4.8,-1,010,63357,5
2020-08-21T00:00:49.292278Z,00870b40,QEALhwCADAcFbVHj0Qmfu95NpXMfDn3JaB0=,0000024b0b031c97,1,868100000,10,125,4/5,-109,-14.2,-1,010,1804,5
2020-08-21T00:00:54.812811Z,00c231fa,QPoxwgCAhmQFheUHZY3LGRGshWSYdZiEKd8=,0000024b0b031c97,1,867700000,9,125,4/5,-111,-12.2,-1,010,25734,5
2020-08-21T00:00:58.441474Z,4942079d,QJ0HQkmAudsF/lg1NEdtvQBNT9s3LIc7Q51SG4E=,0000024b0b031c97,1,868100000,12,125,4/5,-103,-9,-1,010,56249,5
2020-08-21T00:01:00.164547Z,2601200c,QAwgASYAXAAFxQIoZQbuY8mJSqau8QQUeA+tRFXcmnPwsgOCkUY=,0000024b0b031c97,1,867100000,12,125,4/5,-101,-13.8,-1,010,92,5
2020-08-21T00:01:06.798831Z,26012cd1,QNEsASaAv5gFmkIZqLePcuu102/F4nejnJuIGFCm,0000024b0b031c97,1,867300000,7,125,4/5,-103,3.2,-1,010,39103,5
